Id,MSSubClass,Neighborhood,HouseStyle,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,CentralAir,MoSold,YrSold,SaleCondition,SalePrice
303,20,OldTown,2Story,,8260,6,3,1918,1947,Gd,TA,1096,903,1546,2,1,2,2,Fa,5,0,,0,0,250,133,0,Y,12,2008,Normal,313732
304,70,BrkSide,2Story,76.5,11528,2,5,1966,1986,Fa,NA,663,1522,1599,1,0,1,2,Gd,4,1,1968.0,2,618,0,32,0,N,2,2008,Normal,295229
305,40,NAmes,1.5Fin,94.1,10267,9,2,1933,1963,Gd,TA,1562,1526,1835,3,0,3,1,TA,7,0,1934.0,1,306,0,39,0,Y,3,2007,Partial,398146
306,50,OldTown,1Story,66.5,3370,8,7,1939,1957,Ex,Ex,979,1554,1925,3,1,5,2,Gd,9,0,,0,0,0,14,0,Y,11,2008,Normal,381118
307,70,Sawyer,1Story,58.0,16499,8,8,1989,1995,TA,TA,1783,1698,2142,1,1,4,1,TA,7,2,1992.0,3,1044,250,98,0,Y,1,2009,Normal,430447
308,80,Edwards,2Story,33.9,9932,10,9,1913,1943,Gd,Gd,1117,1030,1418,1,0,4,1,TA,6,1,1913.0,3,744,250,142,0,Y,2,2008,Family,377286
309,90,Sawyer,1Story,64.0,13635,3,4,1943,1968,Gd,TA,1163,829,1247,1,1,5,1,TA,7,1,1944.0,3,1049,250,39,0,Y,11,2007,Normal,298383
310,30,BrkSide,1Story,81.4,7341,10,4,1920,1938,Gd,TA,2278,2177,2446,1,1,1,1,Gd,5,1,1923.0,3,1083,0,37,0,Y,4,2008,Normal,457779
311,70,NAmes,1Story,86.7,9808,4,6,1953,1967,TA,TA,1085,1535,1970,2,1,4,2,Gd,9,0,,0,0,0,55,0,Y,4,2008,Normal,371503
312,40,NAmes,1Story,,6859,10,7,1936,1949,Gd,Gd,1284,883,1562,3,0,2,2,TA,6,0,1937.0,3,964,0,39,0,Y,1,2006,Partial,439288
313,80,Mitchel,1Story,95.9,15691,3,9,1905,1924,TA,TA,875,1112,1524,2,0,4,1,TA,6,2,1909.0,3,470,200,166,0,Y,5,2009,Normal,382853
314,50,Gilbert,1Story,,11808,6,2,1907,1917,TA,TA,1194,1549,1601,1,1,4,2,TA,8,0,1909.0,3,817,0,33,400,N,12,2010,Normal,393583
315,20,Gilbert,1Story,,12042,9,3,1994,2005,TA,Gd,1268,1250,1740,1,1,4,1,Gd,6,1,1996.0,1,324,100,55,0,Y,12,2007,Normal,462500
316,80,Somerst,1Story,57.5,16204,2,4,1906,1917,TA,Gd,764,1308,1777,2,1,3,2,Gd,6,0,1909.0,1,317,150,61,0,Y,8,2007,Normal,378764
317,80,Somerst,1Story,79.2,15357,2,4,1986,1986,TA,Gd,1115,2299,2767,1,0,4,2,Gd,7,2,1987.0,3,694,0,40,0,N,9,2006,Partial,497602
318,40,NridgHt,2Story,72.1,13714,9,5,2001,2010,TA,Fa,784,1654,1816,2,0,3,2,TA,7,0,,0,0,100,188,0,Y,8,2008,Family,586108
319,80,Gilbert,1Story,84.9,4529,2,8,1951,1960,TA,TA,879,1589,1868,1,0,4,2,Gd,8,1,1951.0,2,357,150,41,0,Y,9,2008,Normal,399545
320,50,CollgCr,SLvl,,7578,7,2,1934,1940,TA,TA,469,807,865,1,0,3,1,Gd,6,2,1936.0,3,890,200,97,0,Y,7,2010,Normal,414656
321,50,NridgHt,1.5Fin,78.8,6284,10,8,1986,1992,TA,TA,1364,912,1517,2,1,2,1,TA,6,1,1988.0,3,614,0,113,0,Y,3,2010,Normal,593276
322,40,NridgHt,1Story,57.3,13556,7,6,2009,2010,Ex,Fa,1552,2188,2265,1,0,2,1,TA,4,1,2010.0,2,650,100,52,200,Y,11,2009,Normal,605068
323,50,CollgCr,1Story,80.1,11217,6,6,1913,1932,TA,TA,1545,1763,1843,2,0,2,1,TA,4,1,1916.0,3,982,0,94,0,Y,11,2007,Normal,433454
324,90,Edwards,2Story,112.8,4660,5,7,2007,2010,Gd,Gd,538,490,625,1,1,4,2,Gd,9,1,2007.0,3,783,0,34,0,Y,2,2006,Normal,316916
325,20,Sawyer,1.5Fin,84.4,9707,7,2,2004,2010,TA,Gd,1607,1661,1999,1,1,5,2,Gd,8,0,2007.0,3,903,150,96,0,Y,2,2008,Normal,416847
326,60,NridgHt,2Story,90.8,4225,7,7,1915,1918,Gd,Ex,1597,1676,2596,2,1,1,2,TA,4,1,,0,0,100,3,0,Y,10,2009,Partial,588405
327,30,CollgCr,1.5Fin,,10277,6,3,1906,1918,Ex,Fa,606,520,692,1,1,1,1,Gd,5,1,,0,0,0,87,0,Y,1,2006,Normal,337826
328,20,NAmes,2Story,78.5,3547,3,6,1979,1988,Ex,TA,1862,1478,2304,3,1,3,1,TA,5,2,1980.0,1,234,0,72,0,Y,10,2008,Normal,400704
329,20,Gilbert,2Story,64.1,12721,7,7,1908,1940,Gd,TA,546,378,675,3,1,4,2,Gd,7,1,1908.0,1,305,250,70,0,Y,12,2006,Abnorml,376762
330,40,Somerst,1Story,55.0,12087,8,6,1966,1968,Ex,TA,1926,2132,2150,2,1,1,2,TA,6,2,1968.0,1,214,200,22,0,Y,1,2007,Normal,517402
331,70,Mitchel,2Story,69.5,18513,8,4,1907,1924,Gd,Fa,1237,1130,1696,1,0,2,1,Gd,5,0,,0,0,250,199,0,Y,10,2007,Normal,361158
332,70,Gilbert,1Story,72.4,14061,2,5,1976,2007,TA,NA,380,449,550,2,0,1,1,TA,3,1,1979.0,2,550,0,5,0,Y,2,2006,Normal,290461
333,80,Mitchel,2Story,56.3,8724,8,5,1925,1958,Gd,TA,1703,1311,1914,2,1,1,1,TA,5,1,,0,0,0,29,0,Y,4,2007,Abnorml,400135
334,30,OldTown,1.5Fin,74.1,13936,8,2,1910,1930,Fa,Gd,1464,1614,2252,2,1,1,1,Ex,3,2,1912.0,3,873,0,20,0,Y,7,2009,Normal,389101
335,20,Somerst,1Story,66.2,4630,3,7,1907,1915,TA,Gd,1481,1275,1750,3,0,4,2,Gd,9,1,1908.0,2,508,0,195,0,N,9,2010,Normal,431564
336,90,CollgCr,2Story,85.5,6458,9,2,1920,1933,Gd,TA,862,1406,2006,3,0,5,2,Gd,9,2,1923.0,3,1066,100,63,0,Y,2,2009,Normal,474347
337,90,Gilbert,1Story,75.0,11899,6,5,1960,1968,Gd,TA,582,1215,1452,2,0,3,1,TA,7,0,,0,0,150,86,0,Y,2,2007,Normal,379176
338,70,CollgCr,2Story,78.3,1500,6,7,1908,1934,TA,TA,522,743,757,1,1,1,1,Ex,5,2,1910.0,1,289,0,150,0,Y,4,2010,Normal,353518
339,80,Somerst,1Story,91.5,10344,8,2,1989,2000,Gd,Gd,895,1510,2032,1,0,5,2,Gd,10,2,1989.0,3,864,0,10,0,Y,9,2008,Normal,539018
340,80,Edwards,SLvl,82.2,6215,6,9,1967,1992,TA,TA,2333,2460,2490,3,0,2,1,TA,4,1,1970.0,1,320,100,13,0,Y,5,2007,Normal,409359
341,60,CollgCr,1Story,69.9,10925,6,5,1933,1959,TA,TA,884,1864,2192,2,0,1,2,TA,6,0,1935.0,2,606,0,36,0,Y,4,2010,Normal,458356
342,50,NAmes,SLvl,24.1,5974,4,2,2009,2010,TA,Gd,513,532,646,1,1,1,2,TA,4,1,,0,0,100,135,0,Y,2,2007,Normal,274692
343,90,Gilbert,1.5Fin,81.3,12282,10,7,1973,1987,Gd,Fa,546,672,1023,2,0,2,1,Gd,4,2,1973.0,3,928,150,195,0,Y,12,2009,Abnorml,434574
344,70,Mitchel,2Story,,10581,10,6,1974,2010,TA,TA,1253,777,1344,3,0,4,1,Fa,7,1,1977.0,1,207,250,124,0,Y,9,2006,Normal,420123
345,90,CollgCr,2Story,68.1,16382,3,7,1919,1935,Gd,Gd,494,756,810,2,1,2,1,Ex,4,0,1922.0,3,626,0,174,0,Y,12,2007,Normal,356994
346,30,Somerst,2Story,78.2,10528,8,8,1978,2005,TA,Gd,714,1391,1721,1,0,3,1,Ex,6,1,1980.0,1,277,0,176,0,Y,6,2010,Normal,459559
347,30,OldTown,SLvl,99.3,7272,2,5,1962,1988,Fa,TA,721,1281,1739,3,0,2,2,TA,5,2,,0,0,250,55,0,Y,10,2007,Normal,327412
348,70,BrkSide,1Story,110.5,9463,5,8,2009,2010,Gd,TA,661,859,938,1,0,5,2,Gd,9,0,2012.0,2,606,150,36,0,Y,8,2010,Normal,283591
349,90,Somerst,2Story,,4854,10,4,1953,1971,TA,Gd,2001,1464,2123,3,0,4,1,TA,7,1,1956.0,1,281,100,32,0,Y,7,2008,Normal,523301
350,60,Mitchel,1Story,,12206,3,6,1975,2006,TA,TA,1750,1682,1864,2,1,4,1,Gd,7,1,1976.0,1,303,200,158,550,Y,6,2010,Normal,388605
351,50,OldTown,2Story,77.2,12977,5,3,1937,1951,TA,TA,797,950,1362,1,0,3,2,Gd,7,2,1939.0,3,691,250,133,0,Y,7,2008,Normal,350687
352,20,NAmes,1Story,75.3,20871,3,6,1904,1923,Gd,Ex,993,1439,1492,1,1,3,2,TA,8,1,1908.0,1,280,0,172,0,Y,5,2008,Partial,310253
353,30,Gilbert,2Story,43.6,7888,8,4,1914,1933,TA,TA,348,512,764,3,1,5,2,Gd,8,1,1915.0,1,226,250,101,0,Y,8,2007,Abnorml,414517
354,30,NridgHt,2Story,69.6,9375,6,7,1996,2010,Gd,TA,1024,912,1491,3,0,4,1,TA,8,1,1999.0,2,591,150,195,0,Y,6,2007,Normal,570304
355,30,Mitchel,1Story,83.1,8082,7,8,1981,2005,Gd,Gd,1225,1451,1679,1,1,5,1,TA,8,1,,0,0,150,178,0,Y,12,2010,Family,352198
356,70,BrkSide,2Story,42.9,11391,10,8,1940,1943,TA,Gd,985,1141,1831,2,0,1,1,Ex,4,1,1942.0,3,882,250,161,0,Y,11,2008,Normal,395442
357,70,BrkSide,2Story,48.1,12103,6,9,1977,2009,TA,Gd,1349,1790,1832,3,1,5,1,TA,8,0,,0,0,0,160,400,N,6,2008,Normal,366515
358,50,NridgHt,2Story,,10276,8,2,1900,1930,Gd,TA,1626,1536,1817,3,0,5,2,TA,8,0,,0,0,200,24,0,Y,5,2007,Normal,534566
359,90,Edwards,1Story,65.3,15063,2,3,1904,1908,Fa,Fa,570,931,1423,3,0,4,1,TA,8,2,,0,0,100,148,0,Y,10,2009,Normal,278908
360,50,Somerst,2Story,85.3,7909,3,9,1956,1994,Gd,TA,901,1103,1712,1,1,5,1,Ex,7,1,1956.0,1,289,250,189,0,Y,8,2007,Normal,424182
361,50,CollgCr,SLvl,62.8,14642,10,5,1969,1995,TA,NA,1150,2155,2231,2,1,3,1,TA,7,1,1969.0,2,428,100,58,0,Y,3,2007,Partial,475078
362,60,Somerst,1Story,71.2,12762,9,2,2004,2007,TA,Gd,786,1383,1679,3,1,2,2,TA,5,1,2006.0,2,506,200,162,0,Y,11,2006,Normal,472342
363,60,Edwards,1Story,119.4,10449,7,4,1984,2003,Gd,TA,898,1740,1827,1,0,4,2,TA,9,2,1985.0,3,660,100,70,0,N,9,2010,Normal,399387
364,30,NAmes,1Story,49.0,9177,5,8,1928,1961,TA,TA,1143,921,1536,1,1,4,2,Gd,8,2,1929.0,3,637,0,42,0,Y,8,2006,Normal,340496
365,40,OldTown,2Story,55.6,20692,3,4,1990,2001,TA,TA,577,1222,1265,3,0,1,1,Gd,4,1,1991.0,1,285,0,146,0,Y,10,2010,Abnorml,319693
366,70,Gilbert,1Story,84.9,7069,9,2,1954,1991,TA,Fa,1593,1549,1976,3,1,2,2,TA,7,0,1956.0,3,907,250,33,0,Y,3,2007,Abnorml,497474
367,80,Edwards,2Story,91.7,11751,9,7,1991,2007,TA,TA,1295,1241,1458,1,1,2,1,TA,4,2,,0,0,200,96,0,Y,10,2006,Normal,363987
368,50,Mitchel,2Story,79.1,7349,4,3,1919,1928,Fa,TA,1624,1282,1785,3,0,3,1,TA,6,0,,0,0,0,187,0,Y,2,2010,Normal,332673
369,20,Somerst,1Story,109.8,18000,7,4,1902,1916,TA,NA,1289,974,1689,2,0,1,1,TA,5,0,1906.0,1,280,250,31,0,Y,10,2009,Normal,452736
370,80,Mitchel,1.5Fin,77.0,14225,7,2,1906,1926,Gd,NA,778,1500,1529,2,0,4,1,Gd,6,0,1908.0,2,538,150,31,0,Y,8,2009,Partial,366826
371,60,NridgHt,2Story,,7651,6,6,2009,2010,Gd,NA,667,1489,1492,2,0,1,2,TA,4,1,,0,0,0,188,0,Y,7,2008,Normal,501277
372,50,NAmes,1Story,72.1,12653,10,5,1908,1945,TA,Gd,795,1075,1506,3,1,5,2,Gd,9,1,1912.0,3,787,200,155,0,Y,9,2009,Normal,439989
373,60,OldTown,1Story,57.4,11582,3,8,2004,2010,TA,Ex,729,765,785,2,0,4,2,Ex,7,0,2006.0,1,227,0,92,0,Y,4,2006,Normal,276046
374,80,Sawyer,1Story,100.4,8330,4,4,1980,2010,TA,TA,1658,1116,1784,2,1,2,1,Ex,6,0,1983.0,1,246,250,81,0,Y,10,2007,Normal,342968
375,20,Gilbert,1Story,91.2,13684,2,3,1916,1937,Gd,TA,1013,1029,1661,3,1,2,2,Fa,7,0,1918.0,2,567,100,192,550,Y,1,2008,Normal,376128
376,40,Edwards,1Story,35.0,12135,8,3,1995,2000,TA,Ex,1221,1229,2108,2,0,4,2,Gd,7,1,1999.0,1,275,250,144,0,Y,9,2009,Family,398883
377,90,Gilbert,SLvl,,11406,7,3,1916,1953,Gd,Gd,966,1031,1420,3,0,1,1,Gd,3,0,1919.0,1,403,100,181,0,Y,10,2008,Normal,429812
378,40,Mitchel,1Story,90.7,10324,10,5,1915,1928,Gd,TA,1491,1525,2660,1,1,4,2,Gd,9,1,1916.0,3,679,0,18,0,Y,1,2008,Normal,477905
379,90,Edwards,1Story,62.9,12310,6,2,1963,1987,TA,Gd,1378,1068,1468,3,0,3,1,Gd,6,1,1964.0,1,275,200,106,200,Y,9,2009,Normal,347340
380,40,NAmes,2Story,,11463,3,5,1932,1959,Gd,TA,603,707,1155,3,0,2,1,TA,6,2,,0,0,200,145,0,Y,10,2006,Normal,307766
381,50,Edwards,2Story,100.6,10748,6,8,1932,1932,TA,Gd,707,1031,1173,3,1,5,1,Ex,9,2,1934.0,2,529,0,7,0,Y,7,2008,Normal,350634
382,20,Mitchel,SLvl,26.6,7808,2,8,1921,1929,Gd,Fa,457,664,718,2,0,4,1,Gd,7,1,1924.0,2,532,0,102,0,Y,8,2007,Normal,305050
383,70,Sawyer,2Story,79.8,17614,8,7,1967,1994,TA,Gd,1142,2093,2436,2,0,1,1,Gd,3,1,,0,0,250,11,0,Y,1,2008,Normal,417181
384,30,BrkSide,1Story,94.1,6088,8,9,1902,1914,Fa,TA,1440,1510,2358,1,0,4,2,TA,8,0,1902.0,3,786,200,180,0,Y,12,2006,Normal,407102
385,80,Mitchel,1Story,,12296,9,8,1927,1927,Gd,TA,1754,1802,2013,3,1,3,2,TA,7,1,1928.0,1,272,0,136,0,Y,12,2010,Normal,439710
386,30,CollgCr,SLvl,,9155,5,7,1961,1961,TA,Gd,570,791,1195,3,1,4,2,TA,8,1,,0,0,150,37,0,Y,10,2010,Normal,389641
387,20,OldTown,2Story,72.3,17890,4,8,1954,1987,TA,TA,1781,2202,2469,1,1,3,1,Gd,5,0,,0,0,0,104,0,Y,1,2010,Partial,362556
388,50,NAmes,SLvl,52.8,6705,2,2,1977,1983,Gd,Fa,861,1112,1381,1,1,5,1,Gd,7,2,1981.0,2,508,0,21,0,Y,6,2010,Normal,338624
389,20,NAmes,1Story,,7412,5,8,1924,1928,TA,TA,739,1070,1496,3,1,5,1,Gd,8,0,,0,0,150,160,0,Y,10,2009,Normal,360104
390,40,BrkSide,1.5Fin,85.7,6427,6,4,1971,1993,TA,Ex,952,1375,2340,3,1,1,2,Fa,5,0,1975.0,1,283,200,39,0,Y,9,2007,Partial,360844
391,70,Mitchel,2Story,56.0,11859,8,7,1984,1988,Gd,TA,1110,1860,2016,2,0,3,1,Gd,6,2,1986.0,2,605,250,121,0,Y,11,2006,Partial,483772
392,60,CollgCr,1Story,,4733,8,9,1943,1969,TA,Gd,1196,2682,2757,1,1,2,2,Gd,5,2,1943.0,3,812,100,15,0,Y,8,2009,Normal,503348
393,60,Sawyer,2Story,,8490,3,5,1928,1949,Gd,TA,1029,1440,1694,3,0,3,1,Fa,7,1,1929.0,1,270,0,31,0,Y,9,2010,Normal,316871
394,20,Gilbert,2Story,58.7,1500,4,2,1961,1986,Gd,TA,1192,1387,1409,2,1,1,1,Fa,5,1,1965.0,3,634,100,196,0,Y,5,2007,Normal,405404
395,70,NAmes,1Story,,11510,6,4,1964,1983,Gd,TA,1079,1316,1356,3,1,3,1,Gd,7,2,1965.0,1,302,150,77,0,Y,10,2010,Normal,376743
396,20,Mitchel,1Story,71.6,8399,5,5,1910,1941,TA,Ex,680,471,738,3,0,1,1,TA,5,0,1911.0,3,756,250,24,0,N,7,2006,Normal,331781
397,60,BrkSide,1.5Fin,86.9,4250,2,9,1962,1987,Fa,Gd,899,1245,1416,2,1,4,1,Gd,7,1,1962.0,1,310,0,139,0,Y,10,2007,Normal,314742
398,80,Gilbert,1Story,70.4,15060,9,9,1917,1933,Gd,Ex,1795,1608,2274,1,1,3,2,Gd,6,0,,0,0,150,40,0,N,3,2009,Normal,474828
399,70,Sawyer,1Story,46.5,5008,8,6,1963,1963,Ex,TA,1522,1529,1987,3,1,5,1,Gd,8,1,1967.0,2,545,100,117,0,Y,4,2008,Normal,464994
400,40,Edwards,1Story,80.6,13847,6,9,2003,2010,Gd,TA,862,1030,1660,3,0,5,2,Fa,9,2,2007.0,3,717,150,161,0,Y,2,2009,Normal,387392
401,30,Sawyer,1Story,,7556,4,5,1959,1964,TA,TA,636,1110,1122,3,1,4,2,Gd,9,1,1963.0,3,838,0,136,0,N,9,2007,Normal,321150
402,80,Somerst,1.5Fin,,17227,9,5,1984,1984,Gd,Ex,1268,1608,1834,2,1,3,2,TA,6,2,1988.0,3,882,0,49,0,Y,9,2009,Normal,508767
403,30,Mitchel,2Story,101.7,13648,2,8,1934,1944,Gd,Gd,1707,1364,2036,3,0,4,2,Ex,7,1,,0,0,150,47,0,Y,4,2007,Normal,391590
404,50,NAmes,1Story,,6266,6,7,2002,2010,Gd,TA,1214,1332,1857,3,0,4,1,TA,6,2,2004.0,2,515,0,44,0,Y,5,2006,Normal,421420
405,30,CollgCr,SLvl,,6648,9,6,1990,1993,TA,TA,948,1336,1805,1,1,1,1,TA,3,0,1994.0,2,605,150,126,0,Y,7,2008,Normal,461093
406,20,Mitchel,1.5Fin,75.6,13043,10,5,2001,2010,TA,Fa,1294,1212,1367,1,0,2,2,TA,6,0,2004.0,2,600,0,134,0,Y,10,2008,Normal,402393
407,50,OldTown,1Story,44.7,9398,4,7,1982,2002,TA,Gd,935,1949,2016,1,0,5,1,Fa,7,0,,0,0,200,104,0,Y,4,2008,Abnorml,340268
408,60,Edwards,1.5Fin,,9789,7,8,1972,1979,Gd,Gd,625,469,675,3,1,2,2,TA,5,2,,0,0,0,79,0,Y,6,2006,Partial,345409
409,80,Sawyer,1Story,112.2,15843,3,5,1958,1968,TA,Gd,1486,1341,1759,1,1,1,2,TA,5,1,1958.0,2,597,100,12,0,Y,3,2008,Normal,346445
410,70,CollgCr,SLvl,96.3,7356,3,2,2003,2003,TA,TA,2419,2295,2809,2,0,5,2,Gd,10,0,2004.0,3,748,0,167,0,Y,10,2006,Abnorml,526830
411,80,Gilbert,2Story,47.7,10883,5,2,1994,1996,TA,TA,754,655,901,3,0,5,1,Fa,8,0,,0,0,0,132,0,Y,11,2010,Normal,363240
412,80,OldTown,2Story,70.3,14509,9,3,1946,1952,Gd,Gd,828,1250,1609,2,0,4,1,Gd,6,1,,0,0,100,127,0,N,9,2006,Normal,392093
413,50,CollgCr,1Story,,13898,8,5,1909,1927,Gd,Ex,1269,1014,1696,1,1,4,2,Gd,7,0,1911.0,1,204,150,20,0,Y,10,2010,Normal,438887
414,40,Mitchel,1.5Fin,31.9,9830,6,6,1900,1926,TA,TA,1166,893,1428,2,1,2,1,TA,6,2,1901.0,1,283,150,57,0,Y,10,2006,Normal,364713
415,60,CollgCr,1Story,32.7,9287,4,8,1925,1956,Gd,Gd,1699,1532,2097,1,0,2,1,Gd,5,2,1928.0,3,902,250,60,0,Y,11,2009,Normal,470694
416,50,NAmes,1Story,73.4,3197,3,3,1906,1931,TA,TA,990,1733,1802,2,1,5,2,TA,9,2,1910.0,3,916,0,119,0,Y,6,2007,Normal,343781
417,40,NridgHt,1Story,73.7,6064,4,8,1923,1947,Gd,Gd,836,1183,1673,3,1,5,1,Gd,9,0,1924.0,2,569,250,157,0,Y,3,2006,Abnorml,538997
418,20,BrkSide,2Story,,11837,3,7,1912,1949,Gd,Gd,1136,1297,1958,2,0,3,1,Gd,6,1,1913.0,3,603,150,173,0,Y,12,2007,Partial,375966
419,50,CollgCr,1Story,78.5,9921,3,2,2008,2010,TA,Gd,1051,1400,1583,3,1,2,2,Fa,6,1,,0,0,0,104,0,Y,1,2006,Partial,395134
420,50,Sawyer,1.5Fin,93.9,10815,8,4,1910,1941,Gd,NA,2309,3152,3226,1,0,1,1,Fa,5,1,1914.0,3,889,250,72,0,Y,5,2009,Normal,473907
421,90,Gilbert,2Story,65.2,14865,3,4,1969,2006,Gd,Ex,1418,1247,1648,3,1,1,2,Gd,4,1,1970.0,1,232,150,81,0,Y,9,2010,Family,408974
422,80,BrkSide,1Story,,5513,2,9,1939,1961,TA,Gd,1353,910,1644,2,0,3,2,Fa,7,0,1941.0,1,248,0,147,0,Y,10,2007,Normal,319885
423,40,CollgCr,1Story,82.6,9508,6,9,1919,1952,TA,Fa,640,713,829,1,1,3,2,Gd,7,0,,0,0,0,63,0,Y,9,2008,Normal,366191
424,20,Mitchel,1Story,,11293,4,8,1977,1982,TA,Gd,730,987,1339,2,1,4,1,Gd,6,1,,0,0,150,83,0,Y,6,2006,Normal,354426
425,80,NridgHt,2Story,33.3,7543,6,6,2007,2010,Gd,Gd,1460,1878,2201,1,1,5,1,TA,7,0,,0,0,200,157,0,Y,12,2008,Abnorml,571154
426,50,BrkSide,1.5Fin,50.1,16512,3,5,1987,2009,TA,Gd,546,630,934,2,1,2,2,TA,7,0,1987.0,1,313,0,108,0,Y,3,2010,Normal,261450
427,20,Edwards,1Story,61.3,14316,3,4,2008,2010,TA,TA,304,317,575,2,1,1,1,TA,3,1,,0,0,150,93,0,Y,2,2008,Normal,242182
428,80,Mitchel,1.5Fin,51.1,11719,5,8,1965,1967,Gd,TA,665,1157,1641,1,0,5,2,Gd,9,2,,0,0,100,146,0,Y,8,2010,Family,370032
429,40,NridgHt,1Story,102.3,18036,8,2,1974,2002,TA,Fa,1383,2045,2358,3,0,4,2,Gd,8,1,1977.0,2,395,250,57,0,Y,4,2009,Normal,625145
430,30,CollgCr,1.5Fin,84.0,4205,5,4,1916,1933,TA,TA,890,1196,1645,2,1,3,2,Ex,6,0,1918.0,3,732,200,12,0,Y,6,2006,Normal,430855
431,70,Mitchel,SLvl,45.6,10468,6,3,1994,2006,TA,TA,1064,966,1489,1,0,1,2,Fa,4,2,,0,0,250,157,0,Y,6,2006,Normal,345417
432,80,Sawyer,2Story,65.3,12039,6,5,1983,1998,Gd,Gd,329,575,758,2,1,3,1,Gd,6,2,1987.0,2,725,0,90,0,Y,4,2007,Normal,323617
433,80,Edwards,2Story,,6659,4,4,1928,1967,Fa,TA,997,1615,1817,3,1,4,2,Gd,9,0,1931.0,3,868,200,65,0,Y,12,2010,Normal,332315
434,40,Gilbert,1.5Fin,55.8,11763,4,3,1939,1956,TA,Fa,814,1158,1917,3,1,5,2,Gd,9,0,1943.0,1,254,0,19,0,Y,5,2006,Normal,376440
435,60,Edwards,1Story,88.7,5852,5,5,1967,1970,Fa,Fa,579,663,770,2,0,3,2,TA,7,2,,0,0,100,185,0,Y,9,2006,Normal,279831
436,50,Gilbert,1Story,100.4,13400,2,8,1901,1912,TA,Ex,1492,1781,2095,3,0,3,2,Gd,7,1,,0,0,250,145,0,Y,2,2010,Normal,419524
437,80,Mitchel,1Story,96.8,14943,8,6,1990,1995,TA,TA,1211,1482,2068,1,0,2,1,TA,6,0,1991.0,3,652,250,54,0,Y,12,2006,Normal,438841
438,30,BrkSide,2Story,74.0,11644,7,8,1931,1958,TA,TA,1067,2189,2219,2,1,3,2,TA,8,0,1932.0,1,257,0,121,0,Y,12,2007,Normal,406170
439,80,OldTown,2Story,97.5,2718,4,9,1908,1940,TA,NA,1743,1791,1880,1,1,1,2,Gd,4,0,,0,0,0,92,0,Y,1,2009,Normal,329875
440,40,Mitchel,2Story,58.5,6439,5,9,1936,1969,TA,Gd,1399,1342,1939,3,1,1,1,Ex,4,1,1939.0,3,715,200,65,0,Y,8,2006,Normal,428413
441,60,Somerst,1.5Fin,,12872,4,4,1992,2010,TA,TA,1431,1043,1850,3,0,4,1,Gd,7,1,1996.0,3,750,250,62,0,Y,8,2006,Normal,464042
442,60,Sawyer,1Story,,10589,7,9,1930,1960,Ex,TA,1448,1441,2092,1,0,2,1,TA,4,1,1931.0,2,561,150,15,0,Y,3,2009,Normal,401228
443,40,Sawyer,2Story,95.2,1500,8,9,1959,1975,TA,Fa,698,531,827,1,0,5,2,TA,10,0,,0,0,0,194,0,Y,10,2006,Normal,297341
444,30,Somerst,1Story,62.0,15720,2,9,1990,2010,Gd,TA,741,660,829,3,0,2,2,Gd,5,1,,0,0,0,185,0,Y,10,2009,Partial,357928
445,40,Somerst,1Story,81.0,11074,5,4,1903,1907,Fa,Fa,776,1225,1272,2,1,5,1,TA,9,1,,0,0,200,174,0,N,11,2008,Normal,365742
446,60,Somerst,2Story,,7060,2,3,1984,2005,TA,Gd,1160,1401,1488,1,0,1,1,Gd,3,2,,0,0,200,63,0,Y,8,2007,Normal,398151
447,60,BrkSide,SLvl,49.6,14679,6,6,1932,1954,TA,Gd,967,1263,1836,1,1,1,2,TA,5,2,1934.0,2,717,250,199,0,Y,9,2009,Normal,341470
448,60,Edwards,2Story,48.9,7654,4,9,1977,1978,Gd,Gd,1332,1304,1756,2,0,3,2,Fa,8,0,1978.0,1,275,100,55,0,Y,9,2007,Normal,338942
449,70,OldTown,1Story,65.5,7609,5,9,1920,1941,TA,Fa,1339,1224,2161,1,1,5,2,TA,9,0,1921.0,3,835,0,164,0,Y,10,2010,Normal,379030
450,20,Edwards,2Story,94.3,12005,6,6,1915,1943,Gd,Gd,889,1750,2201,1,1,1,1,Ex,3,1,,0,0,0,20,0,Y,8,2008,Partial,335680
451,50,CollgCr,1Story,29.7,17980,4,3,1987,2001,TA,TA,1093,683,1181,1,0,3,2,Gd,6,1,1989.0,2,516,200,62,0,Y,9,2009,Normal,389957
452,40,Edwards,1.5Fin,62.0,17319,5,5,1989,2010,TA,NA,1527,1691,1740,1,1,2,1,Fa,5,2,1989.0,3,681,250,115,0,Y,1,2007,Normal,384264
453,50,CollgCr,2Story,98.8,12011,8,7,2008,2010,TA,Fa,724,1216,1293,3,0,4,2,Gd,9,1,,0,0,0,193,0,Y,8,2010,Normal,441842
454,50,NAmes,1Story,42.9,12442,9,6,1975,1985,Gd,TA,1551,1057,1635,3,0,3,2,TA,7,0,1979.0,2,646,100,53,0,Y,3,2007,Normal,432828
